@relation twitter-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R5-8

@attribute wordcount numeric
@attribute num_key_words numeric
@attribute num_hash numeric
@attribute if_in_reply numeric
@attribute followers_count numeric
@attribute favorites_count numeric
@attribute tweet_count numeric
@attribute num_links numeric
@attribute user_mentions numeric
@attribute symbols_used numeric
@attribute time {late,morning,afternoon,evening}
@attribute user_age numeric
@attribute retweet_count numeric
@attribute favorited_count numeric
@attribute media_freq numeric

@data
0.348472,0.09388,0.036837,0,0.001711,0.011663,0.126511,0.492537,0,0,evening,0.67328,0,0,0.05
0.15504,0.00713,0,0.8,0.00004,0.003921,0.001312,0.004975,0.118644,0,evening,0.198052,0.000002,0.000367,0
0.209933,0.070113,0.002302,0.21,0.000249,0.000453,0.019577,0.154229,0.059322,0,late,0.594036,0.001081,0.000163,0.09
0.184447,0.016043,0.084034,0,0.000039,0.000072,0.0011,0.487562,0.007062,0,late,0.51491,0.000002,0.000204,0.04
0.175952,0.038622,0,0,0.000074,0,0.051882,0.532338,0,0,morning,0.32672,0,0.000041,0
0.377553,0.046815,0.118683,0.02021,0.000462,0.003683,0.011021,0.100547,0.13411,0,late,0.544612,0.00809,0,0.4344
0.339977,0.091503,0.019569,0,0.000119,0.000781,0.023124,0.487562,0,0,evening,0.544612,0,0,0.05
0.384088,0.017231,0.063313,0.25,0.00018,0.000137,0.006622,0.044776,0.139831,0,morning,0.386123,0.000746,0.000694,0.28
0.389315,0.095663,0.036837,0.39,0.000427,0.023183,0.008091,0.029851,0.179379,0,afternoon,0.604016,0.000231,0.010527,0.14
0.523934,0.035056,0.34189,0.01,0.000001,0,0.001161,0.482587,0.004237,0,late,0.118807,0,0.000449,0
0.292926,0.083779,0.006907,0.59,0.000019,0.000149,0.000177,0.109453,0.257062,0,late,0.455507,0.000147,0.001469,0.05
0.416762,0.035401,0.096754,0,0.000041,0.00146,0.002432,0.158806,0.172881,0,morning,0.148509,0.063149,0,0.4575
0.410227,0.095663,0.278577,0,0.000018,0.000119,0.003765,0.497512,0.021186,0,morning,0.811928,0,0.000286,0
0.261983,0.064052,0.022436,0.01299,0.000002,0.000101,0.000056,0.471692,0.020184,0,late,0.306998,0.000001,0.000204,0.02598
0.336056,0.098039,0.249799,0,0.000007,0.001818,0.002396,0.482587,0.001412,0,late,0.32672,0.000001,0.000326,0
0.357295,0.026738,0.172672,0,0.000006,0.000149,0.000591,0.507463,0.117232,0,morning,0.742545,0.000001,0.000082,0.12
0.356968,0.02852,0.017267,0.28,0.000166,0.006532,0.012766,0.0199,0.137006,0,afternoon,0.435666,0.017526,0.000245,0.54
0.292599,0.112299,0,0,0.000024,0,0.056169,0.328358,0,0,late,0.277296,0,0.000041,0
0.599412,0.205585,0.002302,0,0.001068,0,0.011388,0.497512,0,0,afternoon,0.772247,0,0.000082,0
0.237706,0.029115,0.035686,0.37,0.000056,0.000072,0.002431,0.069652,0.09322,0,late,0.554473,0.00239,0.000041,0.1
0.302402,0.022579,0.061011,0,0.000105,0.00037,0.032293,0.208955,0.131356,0,late,0.604016,0.06942,0,0.49
0.373305,0.107605,0.146311,0.1622,0.000002,0,0.000026,0.067264,0.091624,0,evening,0.019805,0,0,0.08109
0.419703,0.047784,0.078335,0,0.000057,0.001317,0.003347,0.153881,0.171893,0,afternoon,0.346561,0.054126,0,0.4433
0.301421,0.099822,0.219869,0,0.000731,0.000352,0.013,0.263682,0,0,late,0.544612,0.000001,0.000122,0.61
0.471982,0.114082,0.248647,0.02,0.000028,0.000072,0.000386,0.497512,0.100282,0,late,0.782226,0.000001,0.00053,0
0.347819,0.037433,0.033383,0.18,0.000104,0.012104,0.01085,0.084577,0.139831,0,late,0.51491,0.089758,0.000122,0.23
0.335076,0.156863,0,0.19,0.000086,0.006621,0.004072,0.084577,0.038136,0,late,0.653439,0.000034,0.009507,0.1
0.531449,0.281046,0.077127,0.02,0.00014,0.064049,0.020929,0.049751,0.10452,0,afternoon,0.16835,0.000108,0.000041,0
0.342264,0.095663,0.019569,0,0.00022,0.00025,0.023848,0.487562,0,0,evening,0.247594,0,0,0.05
0.361869,0.055853,0.14044,0.02,0.000048,0.000596,0.000925,0.432836,0.090395,0,late,0.643578,0.000098,0.000286,0.03
0.390622,0.100832,0.030701,0.2267,0.000034,0.060616,0.008284,0.205672,0.224153,0,late,0.138648,0.001626,0.004978,0.09334
0.162555,0.05407,0.009209,0,0.000059,0.000417,0.001237,0.522388,0.019774,0,late,0.405964,0,0.000041,0
0.374285,0.032086,0.139289,0.06,0.005285,0.005388,0.013572,0.522388,0.155367,0,afternoon,0.722823,0.000085,0.004366,0.13
0.344552,0.044563,0.230229,0,0.001841,0.000226,0.137531,0.497512,0,0,late,0.732684,0,0.000041,0
0.107989,0,0,1,0.000058,0.00003,0.03117,0.497512,0.201977,0,late,0.633717,0,0.000082,0
0.100474,0,0,1,0.000397,0.001007,0.10646,0.497512,0.169492,0,late,0.722823,0,0.000122,0
0.432119,0.071301,0.186486,0.01,0.001968,0.019351,0.011139,0.462687,0.09322,0,morning,0.217892,0.000749,0.026767,0
0.43604,0.114082,0.073673,0,0.000555,0.029202,0.254034,0.268657,0.329096,0,late,0.742545,0.001741,0,0.42
0.488972,0.190137,0.048348,0.26,0.000331,0.043726,0.012412,0.228856,0.190678,0,evening,0.693121,0.001706,0.001428,0.28
0.516092,0.180036,0.415563,0,0.00703,0.00301,0.012242,0.40796,0.069209,0,late,0.801948,0.000002,0.00049,0
0.304362,0.054664,0.05986,0.42,0.000095,0.000155,0.004573,0.482587,0.063559,0,late,0.207913,0.000034,0.000082,0.44
0.418722,0.123589,0.069069,0.03,0.001678,0.001985,0.002416,0.333333,0.05226,0,morning,0.821789,0.000788,0.002163,0.14
0.390296,0.16934,0.32117,0,0.000035,0.000012,0.00242,0.497512,0,0,late,0.782226,0,0.000082,0
0.173011,0.054664,0.011511,0.02,0.000005,0.001985,0.00073,0.497512,0.002825,0,evening,0.128787,0,0,0
0.295213,0.093286,0.020721,0.28,0.000082,0.008588,0.002299,0.039801,0.122881,0,late,0.445527,0.088123,0.003223,0.3
0.254043,0.04694,0.014965,0.05,0.000065,0.001418,0.009082,0.109453,0.031073,0,morning,0.405964,0.000844,0.000041,0.06
0.466754,0.190731,0.072522,0.05,0.000095,0.021574,0.005919,0.402985,0.080508,0,morning,0.455507,0.000157,0.000367,0.18
0.445515,0.146168,0.270519,0,0.000421,0.13063,0.005905,0.472637,0,0,afternoon,0.297018,0,0.000367,0.24
0.398791,0.122995,0.104754,0.39,0.000183,0.000161,0.01364,0.368159,0.193503,0,afternoon,0.653439,0.000186,0.000653,0.1
0.396177,0.107546,0.3016,0.22,0.000119,0.055115,0.007021,0.368159,0.045198,0,morning,0.544612,0,0.003019,0.01
0.361542,0.095663,0.047197,0.09,0.000367,0.067571,0.01871,0.054726,0.111582,0,afternoon,0.712843,0.052648,0.003999,0.61
0.474269,0.16221,0.044895,0,0.000009,0.000131,0.000513,0.333333,0.172316,0.109999,morning,0.574314,0.00672,0.000082,0.56
0.504329,0.128936,0.256705,0,0.000192,0,0.081377,0.333333,0.139831,0,late,0.217892,0.000049,0,0.44
0.472308,0.092692,0.253252,0,0.000104,0,0.034632,0.318408,0.131356,0,late,0.217892,0.000047,0,0.43
0.305016,0.037433,0.337286,0,0.000012,0.000358,0.00042,0.497512,0.001412,0,morning,0.653439,0,0.000041,0
0.379186,0.087522,0.028779,0.1667,0.000005,0.000149,0.000026,0.027642,0.17274,0,late,0.217892,0.012552,0.000122,0.6945
0.330175,0.029115,0.043744,0.06,0.00028,0.003719,0.009087,0.049751,0.216102,0,late,0.118807,0.048142,0.000367,0.14
0.346512,0.121806,0.04029,0.24,0.000031,0.000673,0.000153,0.024876,0.05791,0,afternoon,0.118807,0.000872,0.000979,0.06
0.278876,0.076649,0.004605,0.18,0.000021,0.013862,0.00168,0.099502,0.153955,0,late,0.03961,0.008332,0.000612,0.43
0.461199,0.105169,0.048348,0.28,0.000101,0.004053,0.002146,0.348259,0.257062,0,late,0.217892,0.001378,0.001999,0.04
0.359909,0.162805,0.139289,0,0.002194,0.000155,0.023402,0.497512,0,0,afternoon,0.584175,0,0.000408,0.54
0.332789,0.040998,0.569817,0.02,0.000065,0.000143,0.001823,0.452736,0.025424,0,afternoon,0.524771,0.010046,0.000938,0.09
0.257311,0.079263,0,0,0.000001,0.000012,0.000001,0.165871,0.04709,0,late,0.009901,0,0.000082,0.3334
0.24032,0.03268,0.003453,0.21,0.000675,0.154457,0.035111,0.004975,0.132768,0,afternoon,0.128787,0.000104,0.003305,0.04
0.522627,0.18776,0.165765,0.02,0.000035,0.002032,0.000405,0.358209,0.272599,0,afternoon,0.306998,0.000052,0.000122,0.2
0.548767,0.136661,0.25095,0,0.006045,0,0.033414,0.497512,0,0,late,0.376262,0,0.000408,0
0.289985,0.049317,0.006907,0.21,0.000029,0.000036,0.000654,0.144279,0.056497,0,morning,0.663419,0.006248,0.000163,0.02
0.412514,0.073678,0.02993,0.01,0.000081,0.002658,0.000547,0.199005,0.20339,0,afternoon,0.198052,0.003326,0,0.25
0.4661,0.168152,0.345344,0,0,0.000006,0.000996,0.099502,0,0,morning,0.128787,0,0.001265,0
0.409574,0.124183,0.346495,0.06,0.000717,0.004815,0.013264,0.412935,0.062147,0,late,0.910895,0.003906,0.000367,0.06
0.413821,0.05407,0.005756,0.03,0.000184,0.011735,0.003813,0.467662,0.204802,0,afternoon,0.16835,0.000002,0.000326,0.02
0.427218,0.117053,0.005756,0.04,0.000002,0.000542,0.000118,0.462687,0.189266,0,late,0.445527,0.005444,0.000449,0.04
0.433099,0.113488,0.345344,0,0,0,0.000343,0.497512,0,0,late,0.297018,0,0,0
0.355988,0.120024,0.018418,0.4,0.000505,0.023052,0.006208,0.099502,0.161017,0,evening,0.138648,0.000071,0.012527,0.29
0.397811,0.135056,0.009302,0.1011,0.000057,0.01984,0.002029,0.120647,0.171328,0,morning,0.019805,0.050942,0.000204,0.3132
0.440614,0.128342,0.020721,0.07,0.000067,0.017384,0.001366,0.104478,0.268362,0,evening,0.019805,0.005142,0.000204,0.3
0.387355,0.118835,0,1,0.00001,0.000024,0.035604,0.497512,0.141243,0,late,0.029702,0,0,0
0.273321,0.073084,0.021872,0.36,0.000211,0.047916,0.027788,0.159204,0.142655,0,evening,0.584175,0.001409,0.002979,0.31
0.36677,0.036839,0.023023,0.47,0.000069,0.037153,0.013349,0.059701,0.117232,0,afternoon,0.366401,0.003326,0.002815,0.12
0.324293,0.029709,0,0.08,0.000457,0.000584,0.023685,0.139303,0.039548,0,afternoon,0.564334,0.004789,0.000408,0.02
0.363176,0.035651,0.429377,0,0.000524,0.000179,0.238241,0.671642,0,0,afternoon,0.207913,0.000001,0.000734,0.51
0.544846,0.047534,0.02993,0,0.000176,0.000018,0.150296,0.497512,0,0,late,0.217892,0.000001,0.000245,1
0.375592,0.169935,0,0,0,0,0.00098,0.139303,0,0,late,0.118807,0,0.000245,0
0.541905,0.172311,0.207206,0,0.000061,0.123854,0.0109,0.60199,0.135593,0,late,0.03961,0.000091,0.000204,0.51
0.357621,0.131907,0.25095,0.14,0.000025,0.001883,0.001401,0.422886,0.028249,0,late,0.811928,0.000019,0.000612,0
0.417089,0.096257,0.313112,0,0.00068,0.000006,0.350169,0.497512,0.011299,0,late,0.148509,0,0.000122,1
0.319066,0.105764,0.222171,0,0.002225,0.000018,0.015969,0.338308,0,0,late,0.366401,0.000001,0.000122,0.36
0.486358,0.095663,0.211811,0.15,0.000166,0.010507,0.001989,0.084577,0.411017,0,evening,0.049507,0.000204,0.018525,0.46
0.143604,0.010695,0.055255,0.25,0.000002,0.026854,0.001108,0.004975,0.139831,0,afternoon,0.049507,0.000066,0.000082,0.7
0.378206,0.098633,0.028779,0.16,0.00014,0.013111,0.059925,0.20398,0.132768,0,morning,0.801948,0.008246,0.000571,0.39
0.534717,0.093583,0.004441,0,0.000075,0,0.048315,0.497512,0,0,late,0.009901,0,0.000286,1
0.415455,0.155199,0.039519,0.04478,0.000011,0.000161,0.000048,0.222786,0.09065,0,evening,0.306998,0.001824,0.000245,0.1941
0.133475,0.009507,0.017267,0.16,0.000201,0.010483,0.097956,0.034826,0.114407,0,afternoon,0.643578,0.02823,0.000041,0.42
0.365463,0.070707,0.049499,0.08,0.000133,0.000012,0.012559,0.159204,0.121469,0,afternoon,0.772247,0.006428,0.000041,0.49
0.387682,0.044563,0,0,0.000005,0,0.019371,0.497512,0,0,late,0.029702,0,0,1
0.453684,0.067736,0.524922,0,0.000151,0.001341,0.64348,0.492537,0,0,late,0.445527,0,0,0.03
0.321026,0.052288,0.044895,0.15,0.000017,0.00025,0.000073,0.328358,0.086158,0,late,0.356422,0.003442,0.000367,0.19
0.503676,0.096257,0.329228,0,0.001147,0.068304,0.028625,0.452736,0.149718,0,late,0.178211,0.00002,0,0.17
0.272668,0.068925,0,0.4,0.000061,0.082303,0.013728,0.024876,0.149718,0,late,0.217892,0.009396,0.002163,0.1
0.264499,0.011289,0.055255,0.09,0.00009,0.000006,0.001417,0.054726,0.166667,0,late,0.138648,0.000793,0,0.84
0.115177,0.002377,0.004605,0,0.000291,0.000024,0.347133,0.512438,0.001412,0,late,0.821789,0,0,0
0.499101,0.183601,0.113963,0,0.000028,0.001204,0.000988,0.00995,0.002825,0,late,0.138648,0,0.000122,0
0.164091,0.035651,0.00307,0.01334,0.000004,0.000042,0.000054,0.497512,0.024492,0,morning,0.158489,0,0.000326,0.01334
0.417089,0.076649,0.087487,0.58,0.000385,0.009541,0.003038,0.761194,0.094633,0,evening,0.247594,0.000001,0.001551,0.01
0.43604,0.159239,0.132382,0,0.000003,0,0.000085,0.517413,0.009887,0,morning,0.029702,0,0,0
0.525894,0.114082,0.034534,0.01,0.000034,0.015042,0.004148,0.134328,0.149718,0,afternoon,0.217892,0.005151,0.000122,0.52
0.432772,0.117053,0.328076,0,0.000882,0.054507,0.004832,0.134328,0,0,late,0.178211,0.000001,0.000163,0.86
0.249469,0.098633,0.025325,0.07,0.000107,0.017814,0.044083,0.024876,0.064972,0,late,0.821789,0.016769,0.000286,0.17
0.540271,0.183007,0.036837,0.12,0.000153,0.011955,0.003899,0.149254,0.242938,0,evening,0.435666,0.000409,0.000367,0.31
0.426891,0.127154,0,0.98,0.00003,0.001269,0.003364,0.487562,0.340395,0,late,0.009901,0.000001,0.000163,0
0.506617,0.02347,0.001151,0,0.000032,0.00003,0.172586,0.497512,0,0,late,0.217892,0,0,1
0.02859,0,0,0,0.000017,0.00003,0.141179,0,0,0,late,0.217892,0,0,1
0.258945,0.06833,0.345344,0,0,0,0.004224,0.497512,0,0,morning,0.465368,0,0,0
0.389315,0.003565,0.064464,0.43,0.000004,0.000364,0.000305,0.104478,0.162429,0,late,0.297018,0.000326,0.000041,0.53
0.413821,0.029115,0.109359,0.13,0.00025,0.000191,0.002779,0.283582,0.135593,0,afternoon,0.712843,0.000376,0.00049,0.35
0.360889,0.108734,0.323472,0.08,0.000159,0.005578,0.000917,0.427861,0.072034,0,late,0.3367,0.000524,0.001061,0.15
0.293906,0.089721,0.037988,0.04,0.000024,0.000334,0.000399,0.427861,0.048023,0,morning,0.465368,0.004854,0.000245,0.1
0.340957,0.109329,0.204904,0,0.000171,0.000006,0.016382,0.338308,0,0,late,0.366401,0,0.000775,0.4
0.467407,0.130125,0.115115,0,0.004206,0,0.085433,0.497512,0,0,late,0.415825,0.000006,0.000163,0
0.424277,0.076055,0.160009,0,0.000239,0.00497,0.007872,0.318408,0.265537,0,late,0.03961,0.00617,0.000041,0.19
0.407613,0.051099,0.113963,0.01,0.000334,0.022343,0.047034,0.00995,0.144068,0,afternoon,0.138648,0.000546,0.000041,0.02
0.302728,0.107546,0,0,0.000001,0,0.044305,0.522388,0,0,late,0.03961,0,0,0
0.374612,0.054522,0.026119,0.1341,0.000538,0.002098,0.015698,0.097463,0.133969,0,afternoon,0.188191,0.002928,0.000326,0.3506
0.256657,0.040998,0.035686,0.26,0.000158,0.022009,0.003015,0.024876,0.110169,0,late,0.366401,0.005824,0.003223,0.29
0.322333,0.081996,0.072522,0.02,0.000036,0.027129,0.005982,0.074627,0.142655,0,afternoon,0.188191,0.069169,0.000408,0.78
0.277471,0.082828,0.004652,0.2021,0.0009,0.13162,0.009006,0.216119,0.165537,0,late,0.544612,0.00091,0.00151,0.1314
0.158961,0.04694,0.063313,0.31,0.000026,0.003564,0.00081,0,0.072034,0,morning,0.188191,0.009905,0.002693,0.09
0.314818,0.207368,0,0,0.000006,0,0.003269,0.502488,0,0,late,0.118807,0,0.000082,0
0.238033,0.051099,0.008058,0.41,0.002006,0.008487,0.035492,0.004975,0.134181,0,morning,0.67328,0.018284,0.000816,0.16
0.291946,0.056447,0.535283,0.04,0.000215,0.000232,0.000297,0.149254,0.021186,0,late,0.49507,0.000002,0.003958,0.69
0.259925,0.077837,0.013814,0.02,0.000061,0.002294,0.004505,0.124378,0.055085,0,afternoon,0.316859,0.016774,0.000041,0.19
0.299461,0.170232,0.002302,0,0.000101,0.000125,0.001869,0.497512,0.001412,0,afternoon,0.019805,0.002814,0.000163,0.585
0.138049,0.024361,0,0.32,0.000142,0.00056,0.001704,0.00995,0.064972,0,morning,0.376262,0.000113,0.000082,0.1
0.356314,0.106358,0.212962,0.29,0.000015,0.000948,0.000192,0.218905,0.080508,0,afternoon,0.158489,0.00264,0.001551,0.1
0.427218,0.253714,0.115115,0,0.00056,0,0.070153,0.542289,0,0,late,0.376262,0,0.000326,0
0.456298,0.134284,0.087487,0.52,0.000301,0.014119,0.003311,0.179104,0.245763,0,late,0.029702,0.000947,0.001306,0.42
0.483744,0.011884,0.460458,0,0.000027,0,0.022073,0.497512,0,0,late,0.03961,0,0,0
0.369384,0.091503,0.003453,0.21,0.000099,0.062779,0.006917,0.208955,0.206215,0,late,0.217892,0.006214,0.000122,0.06
0.390949,0.053476,0,0,0.000014,0,0.05611,0.502488,0,0,late,0.178211,0,0,1
0.429178,0.041046,0.113929,0,0.000271,0.002426,0.003919,0.092338,0.160311,0,afternoon,0.118807,0.073951,0,0.4949
0.390949,0.104219,0.22643,0,0.003611,0.001693,0.703723,0.371493,0.170904,0,late,0.405964,0.000131,0.000122,0.2634
0.173501,0.003601,0.046518,0.1213,0.000666,0.004815,0.033346,0.065373,0.112712,0,afternoon,0.623738,0.00875,0.000163,0.5859
0.441921,0.080808,0.177276,0,0.000089,0,0.111661,0,0,0,morning,0.346561,0,0,1
0.49126,0.10101,0.027627,0.02,0.01409,0.628533,0.22675,0.109453,0.775424,0,late,0.158489,0.000047,0.000082,0.11
0.342591,0.033868,0.001151,0,0.000006,0.000024,0.000484,0.502488,0.118644,0,afternoon,0.445527,0,0,0
0.181637,0.04426,0.007048,0.2756,0.000276,0.114349,0.006741,0.076169,0.090805,0,morning,0.32672,0.007815,0.002489,0.1735
0.316452,0.070113,0.017267,0.04,0.00228,0.001323,0.065554,0.447761,0.337571,0,morning,0.613877,0.000675,0.001102,0.02
0.501715,0.124777,0.086336,0.02,0.000552,0.05288,0.009266,0.109453,0.323446,0,afternoon,0.584175,0.000295,0.000204,0.12
0.385721,0.054664,0,0,0.000006,0,0.042907,0.497512,0,0,late,0.049507,0,0.000041,1
0.531449,0.131907,0.049499,0.1,0.000094,0.0023,0.003818,0.054726,0.170904,0,evening,0.801948,0.011435,0.000122,0.34
0.335076,0.103981,0.096696,0.06,0.00007,0.0068,0.005392,0.00995,0.084746,0,morning,0.584175,0.003956,0.000163,0.19
0.265153,0.102793,0.001151,0,0.000338,0,0.027109,0.507463,0.002825,0,late,0.16835,0,0.000163,0
0.358602,0.083185,0.075976,0,0.000023,0.00006,0.000767,0.497512,0,0,morning,0.732684,0.000001,0.000326,0
0.37886,0.033957,0,0,0,0,0.000004,0.497512,0,0,morning,0.009901,0,0,1
0.369057,0.10101,0.366064,0.01,0.000512,0.000673,0.018093,0.497512,0.080508,0,late,0.742545,0.000002,0.000775,0
0.331809,0.116459,0.223322,0,0.001561,0.005078,0.018899,0.378109,0,0,late,0.386123,0,0.000245,0.37
0.344225,0.103387,0.054104,0.45,0.000009,0.014101,0.001139,0.134328,0.127119,0,evening,0.683141,0.005029,0.000571,0.32
0.285411,0.070707,0.018418,0.22,0.000035,0.007718,0.003335,0.159204,0.158192,0,late,0.534632,0.009824,0.001346,0.38
0.246855,0.052882,0.004605,0.45,0.000475,0.033213,0.014968,0.004975,0.086158,0,late,0.782226,0.001256,0.002979,0.05
0.53439,0.427213,0.333832,0,0,0,0.000318,0.492537,0.001412,0,afternoon,0.009901,0,0.000041,0.01
0.543212,0.178966,0.002302,0,0.000068,0,0.051524,0.497512,0,0,late,0.019805,0,0,1
0.374285,0.036245,0.002302,0,0.000002,0,0.016543,0.497512,0,0,late,0.029702,0,0.000041,1
0.504329,0.178847,0.05065,0.21,0.000008,0.000226,0.000718,0.054726,0.175141,0,evening,0.821789,0.003502,0.000122,0.25
0.308283,0.062983,0.085185,0.01,0.000026,0.085557,0.001713,0.124378,0.217514,0,morning,0.356422,0.225136,0.000122,0.39
0.545172,0.098633,0.107057,0,0.000149,0.002718,0.010883,0.109453,0.179379,0,late,0.237614,0.000225,0.000245,0.49
0.194576,0.003565,0.035686,0,0.000003,0.000632,0.000391,0.21393,0.060734,0,morning,0.138648,0.017853,0.000041,0.25
0.204052,0.049317,0.008058,0.14,0.000823,0.007009,0.010737,0.243781,0.073446,0,afternoon,0.425805,0.000103,0.000612,0.09
0.35076,0.143197,0,0,0.000069,0.000054,0.031929,0.497512,0,0,late,0.198052,0,0,0.02
0.436693,0.141414,0.063313,0.25,0.000114,0.000066,0.004276,0.049751,0.272599,0,afternoon,0.267316,0.000486,0.000082,0.42
0.390622,0.116459,0.034534,0.2,0.001969,0.003016,0.005678,0.402985,0.138418,0,evening,0.742545,0.000225,0.007467,0.04
0.249796,0.074272,0.008058,0.16,0.000214,0.139475,0.080657,0.029851,0.117232,0,late,0.623738,0.010111,0.001959,0.3
0.457278,0.056447,0.409808,0,0.000791,0.000006,0.296086,0.497512,0,0,late,0.148509,0,0.000082,1
0.517072,0.087938,0,0,0.000086,0,0.052509,0.497512,0,0,late,0.009901,0,0,1
0.442901,0.039216,0.002302,0,0.000027,0,0.089766,0.497512,0,0,late,0.207913,0,0,1
0.447476,0.07962,0.222171,0,0.000092,0.012092,0.004687,0.328358,0.162429,0,afternoon,0.198052,0.014686,0,0.48
0.390296,0.067736,0.002302,0,0.000015,0,0.053326,0.497512,0,0,late,0.178211,0,0.000082,1
0.327561,0.153892,0,0,0,0,0.000973,0.109453,0,0,late,0.118807,0,0.000082,0
0.426564,0.075758,0.285484,0,0.000717,0.000018,0.073495,0.497512,0,0,late,0.386123,0,0.000163,1
0.462179,0.051099,0.209508,0,0.000589,0,0.114473,0.024876,0,0,morning,0.386123,0,0.000653,1
0.251103,0.090909,0,0,0.000242,0.00003,0.01792,0.507463,0,0,evening,0.029702,0,0.000286,0
0.538964,0.203506,0.036054,0.1011,0.000012,0.001895,0.000651,0.170896,0.161299,0,afternoon,0.029702,0.007238,0.000163,0.2627
0.54942,0.102674,0.110464,0,0.000003,0.001109,0.00023,0.090498,0.131257,0,morning,0.009901,0.000233,0.000326,0.5354
0.3818,0.084373,0,0,0.007587,0,0.001205,0.497512,0,0,late,0.03961,0,0.000326,1
0.413495,0.142602,0.025325,0.03,0.000057,0.049293,0.005176,0.084577,0.199153,0,morning,0.198052,0.081282,0,0.29
0.378533,0.098633,0.163463,0.17,0.000074,0.000644,0.002657,0.258706,0.069209,0,morning,0.524771,0.00039,0.000612,0.27
0.313838,0.122995,0.066766,0.66,0.000265,0.004655,0.012478,0.054726,0.25,0,late,0.445527,0.000092,0.002489,0.05
0.385068,0.091503,0.455854,0.05,0.000078,0.002539,0.001367,0.41791,0.028249,0,morning,0.50493,0.000001,0.000898,0.07
0.553014,0.226322,0.081397,0,0.001025,0.000852,0.081668,0.201045,0.201271,0.111209,late,0.297018,0.000017,0,0.05051
0.42199,0.211943,0.08058,0.1,0.00003,0.000006,0.000021,0.480945,0.09887,0,evening,0.910895,0.000033,0.000041,0.06667
0.281817,0.106358,0.020721,0.31,0.000052,0.003796,0.002638,0.099502,0.121469,0,evening,0.554473,0.002167,0.002285,0.16
0.331482,0.125966,0.245194,0,0.000229,0,0.017262,0.348259,0,0,late,0.376262,0,0.000449,0.37
0.372978,0.086156,0.096696,0.02,0.000026,0.01928,0.020654,0.079602,0.09887,0,late,0.445527,0.004375,0.000326,0.4
0.429178,0.034462,0.46276,0,0.000556,0,0.13417,0.497512,0,0,late,0.366401,0,0.000163,0
0.32364,0.117053,0.035686,0,0.000118,0.001657,0.002206,0.497512,0,0,afternoon,0.287157,0,0.000163,0
0.271361,0.081996,0,0.37,0.000222,0.024691,0.009427,0.029851,0.105932,0,late,0.16835,0.008139,0.00204,0.21
0.391603,0.024955,0.006907,0.07,0.000234,0.000012,0.016308,0.358209,0.090395,0,morning,0.613877,0.000136,0.000122,0.09
0.371018,0.079026,0.016116,0.01,0.000041,0.001389,0.006151,0.089552,0.118644,0,afternoon,0.128787,0.003699,0.000041,0.55
0.454011,0.160903,0.150109,0,0.000094,0.003248,0.000482,0.256318,0.189831,0,afternoon,0.316859,0.006806,0,0.3637
0.177912,0.001188,0,0,0.000018,0.000083,0.003738,0.497512,0,0,morning,0.445527,0,0,0
0.382127,0.136661,0.05986,0.32,0.000126,0.050169,0.012263,0.119403,0.166667,0,late,0.821789,0.008387,0.00053,0.2
0.356314,0.087938,0.104754,0,0.000068,0.05533,0.00482,0.014925,0.148305,0,late,0.346561,0.039694,0,0.27
0.430485,0.11943,0.078278,0.02,0.000067,0.036402,0.015029,0.21393,0.282486,0,afternoon,0.683141,0.044655,0.000041,0.45
0.388008,0.178253,0.115115,0,0.000001,0,0,0.497512,0,0,morning,0.425805,0,0,0
0.448456,0.014854,0.051802,0,0,0,0.00058,0.497512,0,0,late,0.019805,0,0.000408,0
0.229211,0.000594,0.759756,0,0.000025,0.000209,0.002415,0.497512,0,0,afternoon,0.316859,0,0,0
0.264173,0.090315,0.002302,0.34,0.000236,0.03068,0.004765,0.014925,0.128531,0,late,0.16835,0.005451,0.010527,0.26
0.362849,0.07546,0.088638,0.02,0.000111,0.000799,0.008169,0.442786,0.011299,0,late,0.821789,0.000009,0.00049,0.03
0.401732,0.06833,0,0,0.000014,0,0.049306,0.497512,0,0,late,0.049507,0,0,1
0.175952,0.003565,0.002302,0.64,0.003251,0.200454,0.099836,0.00995,0.120056,0,evening,0.32672,0.008481,0.004162,0.04
0.444862,0.117647,0.217566,0,0.000136,0.000113,0.010293,0.20398,0.169492,0,late,0.049507,0.000017,0.000082,0.19
0.404346,0.089127,0.095936,0.1667,0.000017,0.00006,0.000004,0.082935,0.070621,0,late,0.009901,0,0,0.6667
0.427871,0.153298,0.001151,0.21,0.000189,0.002324,0.00026,0.024876,0.303672,0,late,0.019805,0.001215,0.000408,0.33
0.550727,0.089127,0.117417,0,0.000093,0.011002,0.004071,0.099502,0.158192,0,afternoon,0.128787,0.000054,0.000122,0.37
0.509884,0.061794,0.111661,0.34,0.000471,0.088162,0.034376,0.139303,0.252825,0,afternoon,0.297018,0.000372,0.013995,0.51
0.497141,0.118835,0.115115,0,0.000173,0.02099,0.034674,0.119403,0.00565,0,morning,0.316859,0.000018,0.001061,0.47
0.333769,0.101604,0.001151,0.44,0.000099,0.153295,0.004985,0.024876,0.201977,0,morning,0.148509,0.002967,0.004652,0.18
0.554975,0.093286,0.115115,0,0.00004,0.006067,0.001007,0.104478,0.183616,0,late,0.009901,0.000071,0.000163,0.54
